message_text,category,subcategory,language
Cashback of Rs 50 credited to your Paytm wallet for your Gas Bill payment.,Lottery_Legitimate,Paytm_Wallet_Cashback,English
"Dear Taxpayer, please update your latest mobile number and email ID in your e-Filing profile to receive important alerts. - IT Dept Thank you for choosing our service.",Tax_Legitimate,General_Notification,English
"882244 is OTP for your transaction of Rs 4,500.00 on IDFC First Bank Debit Card XX9988. Valid for 3 mins. Do not share with anyone.",KYC_Legitimate,OTP,English
FINAL REMINDER: Amazon Rewards: You have been selected as the winner of an iPhone 15. Verify your address and pay shipping.,Lottery_Scam,Amazon_Rewards,English
"Hi, your shipment 123456789 from Nykaa has reached the nearest facility and will be out for delivery soon. - DLHVRY Thank you for banking with us.",Courier_Legitimate,Tracking Alert,English
IT Dept: Your request for refund reissue for AY 2024-25 has been submitted successfully. Ack No: 1122334455. We appreciate for banking with us.,Tax_Legitimate,Refund_Notification,English
Challan No. KA260228998877 is pending for Vehicle TN07EF3456. Please pay at https://echallan.parivahan.gov.in to avoid court referral.,Echallan_Legitimate,E-Challan Notification,English
"Traffic Department: You have a pending challan of Rs 2,000 for no helmet. Pay here: [Link]",Echallan_Scam,Helmet_Violation,English
GST: Registration for ARN AA2702261122334 is under process. You may be required to provide additional info. Check portal. - GSTN We appreciate for banking with us.,Tax_Legitimate,GST_Registration,English
"Your BlueDart order for 'Realme C53' was delivered to Security. If not received, please check with your gate. - FKRT",Courier_Legitimate,Delivery Confirmation,English
"Dear Customer, Yoyour Aadhaar is linked to a terror funding case in HDFC bank. Press 1 to speak to the Crime Branch. Do not delay.",Digital_Arrest,Terror_Funding,English
"NOTICE: Dear Customer, Your mobile banking access is disabled. Reactivate by updating your KYC here.",KYC_Suspension,Mobile_Banking,English
"Dear Consumer, your payment of INR 500.00 for Cons No 028512345678 is successfully received on 10-FEB-26. Receipt No: 9876543. -MSEDCL",Electricity_Legitimate,Payment_Confirmation,English
"Naukri: Recommended job for you: 'Java Architect' at IBM. Exp: 10-15 years. Apply: https://nkr.in/a/8876 - NAUKRI For queries, call our helpline.",Job_Legitimate,Job_Recommendation,English
"Dear Customer, Delhi Police: Yoyour ITR has been selected for verification. Share documents on WhatsApp.",Tax_Refund_Scam,Document_Verification,English
"Dear Candidate, your application for Systems Engineer at Tech Mahindra (Ref ID: DT20261234) has been shortlisted. Check email for interview schedule. - TCSHR For queries, call our helpline.",Job_Legitimate,Application_Status,English
"WARNING: Amazon Quiz Winner: You won Rs 50,000! Click here to transfer the amount to your UPI account.",Lottery_Scam,Quiz_Winner,English
"Dear Customer, your RBL Bank Credit Card XX1122 statement for January 2026 is now available. Log in to iMobile Pay to view/pay.",KYC_Legitimate,Account Statement,English
WARNING: Notice: Pending Traffic Challan for [Vehicle Number]. Click the link to pay the fine of Rs 500. Contact us immediately.,Echallan_Scam,Fine_Payment,English
"Dear consumer, we acknowledge your concern. Please update your bill via this link to avoid disconnection 10:00 PM.",Electricity_Scam,Fake_Link,English
Foundit Alert: Hiring for 'Business Analyst' at TCS. Salary: 8-12 LPA. Apply: https://foundit.in/j/443 - Foundit,Job_Legitimate,Job_Alert,English
"Dear Customer, your ICICI Bank a/c XX123 is debited for Rs 2000 on 01-03-26. Info: BIL*Electricity. Total Avail Bal is Rs 45000.",KYC_Legitimate,Debit Transaction,English
URGENT: Your KBC lottery prize of 25 lakhs is waiting for RBI clearance. Pay Rs 25 Lakhs to clear.,Lottery_Scam,RBI_Clearance,English
IT Dept: Your ITR for AY 2023-24 has been processed. Please check your registered email for Intimation u/s 143(1). - IT Dept Thank you for choosing our service.,Tax_Legitimate,ITR_Processing_Alert,English
Notification: Previous month's bill not found. Power will be disconnected in 24 hours. Call officer [Number].,Electricity_Scam,Bill_Not_Found,English
"Dear Customer, Look at this Supreme Court arrest warrant issued against you. You must pay a refundable security deposit of Rs 7 Crore to clear yoyour name. Ignore at your own risk.",Digital_Arrest,Fake_Warrant,English
FINAL REMINDER: Fake Customs Scam: I found illegal items in your package. Pay fine to avoid investigation.,Courier_Scam,Fake_Customs,English
GSTR-1 for GSTIN 27AAAAA0000A1Z5 for Feb-2026 has been successfully filed. Check portal for summary. - GSTN Thank you for banking with us.,Tax_Legitimate,GST_Return_Filing,English
"You earned 5 SuperCoins for playing daily quiz on Flipkart. Keep playing! For queries, call our helpline.",Lottery_Legitimate,Flipkart_SuperCoins,English
"URGENT: In our database, there is a failure, we need your information about your account to process your tax refund.",Tax_Refund_Scam,Database_Failure,English
WARNING: Job Alert: Earn money by simply liking posts. Daily payout guaranteed. Contact [Number] on WhatsApp. Act immediately to avoid legal consequences.,Job_Scam,Social_Likes,English
"Dear Citizen, your application for Transfer of Ownership for Vehicle UP16AT0099 is approved. New RC will be dispatched soon. - RTO Visit our official website for more details.",Echallan_Legitimate,VAHAN Notification,English
"URGENT: This is the easiest part-time job, just go to the link (TikTok), like the video, take a photo and send it to us.",Job_Scam,TikTok_Task,English
CoWIN: Precaution Dose is now available for all adults. Book your slot on the CoWIN portal or via Aarogya Setu app. - COWIN We appreciate for choosing our service.,Digital_Arrest_Legitimate,Vaccination_Update,English
"Dear Customer, Re-KYC for your ICICI Bank Account XX889 is successfully completed through Video KYC. No further action is required. Thank you for choosing our service.",KYC_Legitimate,KYC Confirmation,English
"Dear Customer, Rs. 150.00 deducted from your FASTag account for monthly pass. Current Balance: Rs. 1200.00. - NHAI Thank you for choosing our service.",Echallan_Legitimate,Fastag Alert,English
"Application for Fancy Number 0001 for Vehicle TN01AA is accepted. Please complete the bidding process online. - RTO For queries, call our helpline.",Echallan_Legitimate,VAHAN Notification,English
Your request for High Security Registration Plate (HSRP) for KA03CD9012 is booked. Date: 04-Mar-2026. - RTO Rajasthan Visit our official website for more details.,Echallan_Legitimate,VAHAN Notification,English
"Dear Customer, FINAL REMINDER: Important document from India Post is out for delivery. Tracking link: [Malicious Link]",Courier_Scam,India_Post,English
IT Dept: Your ITR for AY 2023-24 and PAN XXXXX1234X has been successfully filed. Please e-verify if not done yet. - Income Tax Dept Thank you for banking with us.,Tax_Legitimate,ITR_Filing_Confirmation,English
DHL Alert: Your parcel is being returned. Update address to stop return: [Malicious Link],Courier_Scam,Return_Prevention,English
"Out for Delivery! Your Ekart order for 'Nike Shoes' will be delivered today by Ramesh. Share PIN 1234 only at delivery. - FKRT For queries, call our helpline.",Courier_Legitimate,Out for Delivery,English
CBI Officer Rahul Gupta: You are the prime suspect in an international drug smuggling case. Pay Rs 2 Lakhs for bail. Failure to respond will result in account suspension.,Digital_Arrest,CBI_Spoof,English
"Dear Consumer, Greetings from TNEB! Your bill details: Account ID: 9648875000, Amount: Rs. 3705, Due Date: 20-SEP-2025. Pay on BESCOM Mithra App. -BESCOM Visit our official website for more details.",Electricity_Legitimate,Bill_Generation_Alert,English
Your electricity supply for Service No: 04321005678 is liable for disconnection as per Sec 56(1) of Electricity Act 2003 if dues of Rs 2500 are not paid by 05-Feb-26. -TPDDL,Electricity_Legitimate,Disconnection_Notice,English
"IT Dept: Your request for refund reissue for AY 2023-24 has been submitted successfully. Ack No: 1122334455. For queries, call our helpline.",Tax_Legitimate,Refund_Notification,English
"Dear Customer, your KYC documents have been successfully verified and updated for your IDFC First Bank A/c XX5678. Thank you.",KYC_Legitimate,KYC Confirmation,English
"Dear Customer Your Electricity power will be disconnected Tonight at 8.30 pm from electricity office. Because your previous month bill was not update, please immediately contact with our electricity officer 67XXXXXX Thank you.",Electricity_Scam,Disconnection_830,English
Arriving today: Your India Post package with 'OnePlus Nord' is out for delivery. Track at: https://www.amazon.in/gp/rw/y,Courier_Legitimate,Out for Delivery,English
Your request for Address Change in RC for Vehicle TS09ET1234 has been received. Track status at vahan.parivahan.gov.in. Thank you for choosing our service.,Echallan_Legitimate,VAHAN Notification,English
URGENT: Fake Income Tax APK: Download the official e-filing app to claim your refund. [Link to Malware],Tax_Refund_Scam,APK_Malware,English
"Dear Customer, Yoyour income tax refund of Rs. 15,450 has been approved. Please verify yoyour bank account details to receive the credit: https://echallan.paiaahan.icu/ins Ignore at your own risk.",Tax_Refund_Scam,Refund_Approved,English
"Shine Alert: 5 jobs for 'Sales Executive' in Delhi. Check matching companies: https://shn.in/s/abc12 - SHINE For queries, call our helpline.",Job_Legitimate,Job_Alert,English
Smart Meter Alert: Your current daily consumption for 10-FEB-26 is 12.5 Units (INR 500.00). Track more on TATA Power App.,Electricity_Legitimate,Smart_Meter_Notification,English
"Naukri: Recruiter from 'Reliance Industries' has searched your profile. Update your resume to stay visible: https://nkr.in/u/99 - NAUKRI For queries, call our helpline.",Job_Legitimate,Recruiter_Action,English
IT Dept: Your ITR for AY 2025-26 and PAN XXXXX1234X has been successfully filed. Please e-verify if not done yet. - Income Tax Dept Thank you for banking with us.,Tax_Legitimate,ITR_Filing_Confirmation,English
"A bank account in your name at Canara Bank, Mumbai, is being used for money laundering with Jet Airways. Failure to respond will result in account suspension.",Digital_Arrest,Money_Laundering,English
"ALERT: Dear consumer, we acknowledge your concern. Please update your bill via this link to avoid disconnection tonight.",Electricity_Scam,Fake_Link,English
URGENT: You won a $1000 Walmart Gift Card. Click here to claim your reward before it expires. Do not delay.,Lottery_Scam,Gift_Card,English
Your account has now been put on hold due to unusual tax activity. Click to restore access: [Phishing Link],Tax_Refund_Scam,Unusual_Activity,English
ALERT: Your PAN card is not linked with your account. Account will be frozen in 24hrs. Update now at https://echallaom.vip/in,KYC_Suspension,PAN_Linking,English
"Dear Customer, yoyour credit limit has been increased. Share OTP to activate new limit.",KYC_Suspension,Limit_Increase,English
"Dear Customer, KYC compliance for your PNB A/c XX5678 has been updated successfully on 28/02/2026. - State Bank of India",KYC_Legitimate,KYC Confirmation,English
"Dear Consumer, Bill for A/c No: 028512345678 for JAN-26 is Rs: 1420.00. Due Date: 15-FEB-26. Pay at mahadiscom.in or Mobile App to get discount. -MSEDCL Visit our official website for more details.",Electricity_Legitimate,Bill_Generation_Alert,English
Traffic Department: You have a pending challan of Rs 300 for no helmet. Pay here: [Link] This is your final notice.,Echallan_Scam,Helmet_Violation,English
"Congrats! Rs 1,500.00 Cashback credited to your Paytm wallet for your DTH Recharge.",Lottery_Legitimate,Paytm_Wallet_Cashback,English
Fake Income Tax APK: Download the official e-filing app to claim your refund. [Link to Malware] Do not delay.,Tax_Refund_Scam,APK_Malware,English
URGENT: Dear customer your electricity power will be disconnected by tonight. Last month bill was not updated. Immediately contact our officer 9054XXXXX -- BrentsElectricity,Electricity_Scam,Disconnection_Brents,English
URGENT: VIP Task: Send Rs 99 and get Rs 7 Crore cashback within 10 minutes. 100% Guaranteed.,Job_Scam,Investment_Task,English
Your request for Address Change in RC for Vehicle TN07EF3456 has been received. Track status at vahan.parivahan.gov.in.,Echallan_Legitimate,VAHAN Notification,English
URGENT: Notification: Pending traffic challan found. Use the Parivahan lookalike portal to clear dues.,Echallan_Scam,Parivahan_Spoof,English
"Dear Candidate, Invitation for Interview with Cognizant for Specialty Programmer role on 05-Mar-2026 at 10:00 AM. Join link sent to email. - INFOSY For queries, call our helpline.",Job_Legitimate,Interview_Call,English
"Dear Customer, Yoyour account has now been put on hold due to unusual tax activity. Click to restore access: [Link]",Tax_Refund_Scam,Unusual_Activity,English
"Dear Taxpayer, please update your latest mobile number and email ID in your e-Filing profile to receive important alerts. - IT Dept Thank you for banking with us.",Tax_Legitimate,General_Notification,English
"Dear customer, your Amazon order is stuck due to incomplete payment. Pay Rs 500 now to process. Ignore at your own risk.",Courier_Scam,Ecom_Order,English
"URGENT: Dear Customer, India Post: Yoyour item is out for delivery. Click to track: [Malicious Link]",Courier_Scam,Tracking_Link,English
Smart Meter Alert: Your current daily consumption for 10-FEB-26 is 12.5 Units (Rs. 98.00). Track more on TATA Power App. Thank you for choosing our service.,Electricity_Legitimate,Smart_Meter_Notification,English
Your DTDC shipment 987654321 from AJIO has been picked up. Track: https://dlvry.in/t/9876 - DELHI,Courier_Legitimate,Tracking Alert,English
TCS: Your Resume has been shortlisted for the NextGen Graduate Program. Complete your assessment by 02-Mar-2026. Link in email. - WIPRO Visit our official website for more details.,Job_Legitimate,Application_Status,English
HDFC Bank: Credit Alert! Rs 1200.00 credited to a/c **1234 on 15-Jan-26 from VPA anjali@okicici (UPI Ref 605944332).,KYC_Legitimate,Credit Transaction,English
"Dear Customer, Urgent: Yoyour order #12345 has a shipping error. Rectify here: [Malicious Link]",Courier_Scam,Shipping_Error,English
"ACTION REQUIRED: Reward Notice: You have 10,000 points in your account. Redeem for cash now: https://echallan.paiaahan.icu/ins Ignore at your own risk.",Lottery_Scam,Point_Redemption,English
You are being investigated by the NCB for terror links. Stay on the call or face arrest. Failure to respond will result in account suspension.,Digital_Arrest,NIA_Spoof,English
Cashback of Rs 750 credited for your recent transaction at Dairy Parlour.,Lottery_Legitimate,PhonePe_Cashback,English
"Accenture: Hi, your interview for the position of Application Development Associate is scheduled for 03-Mar-2026. Please confirm availability. - ACCENT For queries, call our helpline.",Job_Legitimate,Interview_Call,English
Cashback of Rs 200 credited to your Paytm wallet for your order at Zomato.,Lottery_Legitimate,Paytm_Wallet_Cashback,English
"URGENT: Dear Customer, YONO SBI: Dear Customer, yoyour account is being blocked. Update yoyour PAN card on [Link]",KYC_Suspension,SBI_Block,English
Smart Meter Alert: Your current daily consumption for 10-FEB-26 is 12.5 Units (Rs 25). Track more on TATA Power App.,Electricity_Legitimate,Smart_Meter_Notification,English
"VIP Level 2 Task: Invest Rs 28,000 and receive Rs 12.60 Lakhs plus a bonus. Limited spots available! Ignore at your own risk.",Job_Scam,VIP_Task,English
Your account has now been put on hold due to pending KYC documents. Restore here: https://echallaom.vip/in,KYC_Suspension,Account_Hold,English
"Dear User, your number won the first prize in our annual lucky draw. Pay Rs 500 tax to receive Rs 2 Lakhs.",Lottery_Scam,Tax_Fee,English
"IMMEDIATE ACTION: Hello, I represent Glassdoor. We have an urgent requirement for social media managers. Apply here.",Job_Scam,Glassdoor_Spoof,English
"Dear Customer, IndiaPost Payment Bank KYC login, Dear user yoyour India post payment bank account has been blocked today please updated yoyour PAN Card immediately click here the link- http//surl.li/iccpf",KYC_Suspension,India_Post_KYC,English
Your electricity bill is pending for 2 months. Power will be disconnected in 1 hour. Call [Number] now.,Electricity_Scam,Urgent_Threat,English
"Dear Customer, your India Post Article ED123456789IN is out for delivery from Mumbai GPO. - India Post Visit our official website for more details.",Courier_Legitimate,Out for Delivery,English
"Dear Customer, Notice: Digital warrant issued for [Name]. Transfer funds to the Supreme Court account for audit.",Digital_Arrest,Fund_Audit,English
"Dear Candidate, Invitation for Interview with Wipro for Specialty Programmer role on 05-Mar-2026 at 10:00 AM. Join link sent to email. - INFOSY",Job_Legitimate,Interview_Call,English
"Dear customer, you have a pending reward of Rs 15,450 in your wallet. Claim it now: [Link]",Lottery_Scam,Wallet_Reward,English
"Dear Customer, Mumbai Police: Yoyour Aadhaar was used to book a parcel to London containing illegal items. Act immediately to avoid legal consequences.",Digital_Arrest,Customs_Fraud,English
"HDFC Bank: Rs 2500.00 spent on Card ending 4321 at RELIANCE RETAIL on 28-02-26 14:30:15. Avl Lmt: Rs 75,000. Not you? Call 18002586161. For queries, call our helpline.",KYC_Legitimate,Credit Transaction,English
Article No RD001122334IN delivered at Worli S.O on 28/02/2026. - Delhivery,Courier_Legitimate,Delivery Confirmation,English
PhonePe: Rs. 50 cashback credited to your wallet for the Refer and Earn program. Thank you for banking with us.,Lottery_Legitimate,PhonePe_Cashback,English
"Rs 4,500.00 Cashback credited to your Paytm wallet for your first flight booking. Visit our official website for more details.",Lottery_Legitimate,Paytm_Wallet_Cashback,English
Prepaid Alert: Your meter 8164969558 has exhausted 80% of recharge amount. Remaining Balance: Rs. 120.00. Please recharge. -TSSPDCL We appreciate for banking with us.,Electricity_Legitimate,Smart_Meter_Notification,English
"Congrats! Rs 250 Cashback credited to your Paytm wallet for your DTH Recharge. For queries, call our helpline.",Lottery_Legitimate,Paytm_Wallet_Cashback,English
INR 2500.00 Cashback credited to your Paytm wallet for your first flight booking. Visit our official website for more details.,Lottery_Legitimate,Paytm_Wallet_Cashback,English
URGENT: Your electricity bill status: Unpaid. Power will be cut at 9:00 PM today. Update now on WhatsApp.,Electricity_Scam,WhatsApp_Update,English
NOTICE: Congratulations! You have been selected for a work-from-home role with Amazon. Earn Rs 5000 daily. Join here: [Link],Job_Scam,Amazon_WFH,English
Tax Department: You are eligible for a tax exemption. Click here to apply: https://echallan.paiaahan.icu/ins Contact us immediately.,Tax_Refund_Scam,Exemption_Offer,English
"Dear Customer, the balance in your Axis Bank Account ending 2233 is Rs 500.00 as of 28-02-26. Download YONO SBI for more details.",KYC_Legitimate,Balance Alert,English
"Dear Customer, Your power will be disconnected tonight. Pay Rs 5 Lakhs on this link for immediate update.",Electricity_Scam,Token_Payment,English
URGENT: Dear Customer Ur El3ctricity wiII be Disconnected Tonight at 11:00 PM Ur previous Month biII was not Update Plz call urgent 81262XXXXX Thanku81262.,Electricity_Scam,SMS_Smishing,English
FINAL REMINDER: Alert: Your KYC documents have been rejected. Please re-upload your PAN and Aadhaar here.,KYC_Suspension,Document_Rejection,English
IMPORTANT: Dear Customer Ur El3ctricity wiII be Disconnected Tonight at 9:30 PM Ur previous Month biII was not Update Plz call urgent 81262XXXXX Thanku81262.,Electricity_Scam,SMS_Smishing,English
"Dear Customer, 540 reward points have been deposited against the 5% category on your Millennia Card. Visit our official website for more details.",Lottery_Legitimate,Credit_Card_Rewards,English
Naukri.com: 'Google' is hiring for 'Cloud Architect'. Your skills match this role. Apply: https://lnkd.in/e/goog45 - LNKD,Job_Legitimate,Job_Recommendation,English
"Your FedEx order for 'Realme C53' was delivered to Security. If not received, please check with your gate. - FKRT",Courier_Legitimate,Delivery Confirmation,English
NCB Mumbai: Your PAN is linked to a drug case. Stay on camera or we will arrest you at home.,Digital_Arrest,PAN_Link,English
"Dear Candidate, your assessment for the 'LTIMindtree Graduate Program' is live. Access Key: LTI9988. Duration: 90 mins. - LTIMIND Visit our official website for more details.",Job_Legitimate,Assessment_Alert,English
A traffic challan of Rs 5 has been issued against your vehicle. Check details and pay: https://lnk.ink/cyidh,Echallan_Scam,Fine_Alert,English
Tax Fraud Alert: Your name is linked to a tax evasion case. Resolve immediately: [Fake Link],Tax_Refund_Scam,Evasion_Alert,English
Amazon Pay: You have won a cashback of Rs 1000. Click to claim into your bank account. Ignore at your own risk.,Lottery_Scam,Amazon_Pay,English
IMPORTANT: Notice: Immediate legal action for alleged tax fraud. Press 1 to speak to an officer. Contact us immediately.,Tax_Refund_Scam,Vishing_Threat,English
IMPORTANT: Urgent: Your traffic violation fine is overdue. Failure to pay will lead to license suspension. Pay here: https://echallan.paiaahan.icu/ins This is your final notice.,Echallan_Scam,License_Suspension,English
CRITICAL NOTICE: Your acount has now been put on hold due to pending KYC documents. Restore here: [Link],KYC_Suspension,Account_Hold,English
Payment of Rs 1200 received for Service No 0123456789 on 20-FEB-26. Thanks for using TANGEDCO online services.,Electricity_Legitimate,Payment_Confirmation,English
ALERT: Delivery Alert: Your package is at the local post office. Please pay the handling fee of Rs 25. This is your final notice.,Courier_Scam,Handling_Fee,English
Your Aadhaar Biometrics have been LOCKED successfully. You can unlock them using mAadhaar or the TRAI website. - UIDAI,Digital_Arrest_Legitimate,Security_Alert,English
"Your parcel is at the depot. Pay the storage fee of Rs 12,000 to have it delivered.",Courier_Scam,Storage_Fee,English
IT Dept: Reminder! Last date to file ITR for AY 2023-24 is 31st July 2026. Avoid late fee and file early. - Income Tax Dept,Tax_Legitimate,General_Notification,English
IMMEDIATE ACTION: Final Notice: Your income tax payment was inaccurate. Pay the difference now at http://sbi-kyc-update.in,Tax_Refund_Scam,Payment_Inaccurate,English
"Your vehicle was caught overspeeding by a traffic camera. Pay your pending challan of Rs 2,800 now at: http://bit.ly/XXXXX",Echallan_Scam,Overspeeding,English
"Dear Taxpayer, your e-Vault has been enabled for PAN XXXXX1234X. Login to e-Filing portal to manage security settings. - IT Dept Thank you for choosing our service.",Tax_Legitimate,Account_Security,English
"Dear Customer, avoid power cut 8:30 PM at 10 PM. Pay your pending bill of Rs 1200 at [Phishing Link].",Electricity_Scam,Phishing_Link,English
Challan for 'Red Light Jumping' generated against KA03CD9012 on 28/02/2026 14:30. Pay at https://echallan.parivahan.gov.in - Traffic Thank you for choosing our service.,Echallan_Legitimate,E-Challan Notification,English
"Dear Customer, India Post: Address verification required for yoyour parcel #54321. Click here.",Courier_Scam,India_Post,English
Instahyre: 3 people from 'Microsoft' viewed your profile this week. See who: https://lnkd.in/v/view - LNKD Thank you for choosing our service.,Job_Legitimate,Recruiter_Action,English
AWB 123456789 delivered to SELF at MUMBAI on 28-Feb-2026. Thank you for using Blue Dart. Thank you for banking with us.,Courier_Legitimate,Delivery Confirmation,English
TPDDL Notification: Go-Green and get Rs.10 discount on every bill. Register at https://pro.mahadiscom.in/Go-Green/gogreen.jsp Visit our official website for more details.,Electricity_Legitimate,General_Notification,English
Delhivery: Article No RD998877665IN has been received at Bangalore Sorting Office. - India Post,Courier_Legitimate,Tracking Alert,English
Passport Seva: Your Passport is out for delivery through Speed Post (Tracking: EK123456789IN). - MEAPSP Visit our official website for more details.,Digital_Arrest_Legitimate,Passport_Status,English
"Dear Consumer, Power supply to your premises will be affected on 05-MAR-26 from 10:00 AM to 04:00 PM due to maintenance work. Inconvenience regretted. -UPPCL",Electricity_Legitimate,Maintenance_Alert,English
You are being investigated by the Supreme Court Registry for terror links. Stay on the call or face arrest.,Digital_Arrest,NIA_Spoof,English
"NOTICE: Dear customer, your Amazon order is stuck due to incomplete payment. Pay Rs 500 now to process.",Courier_Scam,Ecom_Order,English
Cashback of Rs. 2.00 has been credited to your Amazon Pay balance for your recent order. Thank you for banking with us.,Lottery_Legitimate,Amazon_Pay_Cashback,English
OTP for Aadhaar authentication is 987654. It is valid for 10 minutes. Do not share this with anyone. - TRAI Thank you for choosing our service.,Digital_Arrest_Legitimate,OTP_Alert,English
OTP for Aadhaar authentication is 987654. It is valid for 10 minutes. Do not share this with anyone. - TRAI,Digital_Arrest_Legitimate,OTP_Alert,English
Delhi Traffic Police: You have jumped a signal. Pay Rs 2000 fine here: [Phishing Link] Ignore at your own risk.,Echallan_Scam,Signal_Jumping,English
ALERT: Urgent: Your traffic violation fine is overdue. Failure to pay will lead to license suspension. Pay here: https://echallan.paiaahan.icu/ins,Echallan_Scam,License_Suspension,English
"Dear Customer, Cyber Crime Unit: Yoyour computer has been hacked and used for crime. You are under digital arrest.",Digital_Arrest,Hacking_Claim,English
Money Transfer: Rs 500.00 debited from Yes Bank A/c ...4321 to Rahul (rahul@okaxis) on 28/02/2026. Ref No: 123456789012. Call 1800111101 if not done by you.,KYC_Legitimate,UPI Confirmation,English
"IMPORTANT: Dear User, your number won the first prize in our annual lucky draw. Pay Rs 5,600 tax to receive Rs 5 Lakhs.",Lottery_Scam,Tax_Fee,English
"Dear Taxpayer, A credit of Rs 34,500 is waiting in yoyour refund account. Claim it at [Link]",Tax_Refund_Scam,Pending_Credit,English
"ACTION REQUIRED: Dear Customer, avoid power cut tonight at 10 PM. Pay your pending bill of Rs 50,000 at [Phishing Link].",Electricity_Scam,Phishing_Link,English
"Your Aadhaar (XXXX-XXXX-1234) has been successfully updated. Please download the latest version from https://myaadhaar.uidai.gov.in - MHACYB For queries, call our helpline.",Digital_Arrest_Legitimate,Aadhaar_Update,English
"Delhivery: Article No RC112233445IN successfully delivered to recipient. - India Post For queries, call our helpline.",Courier_Legitimate,Delivery Confirmation,English
"Ordered! Your Delhivery order for 'Samsung M34' is placed. It will reach you by Wed, 4th Mar. - FKRT",Courier_Legitimate,Order Update,English
Part-time job offer: Earn extra income by reviewing movies on IMDb. Contact our manager on Telegram. Ignore at your own risk.,Job_Scam,Movie_Review,English
Cashback of Rs 500.00 credited to your Paytm wallet for your Gas Bill payment. Thank you for banking with us.,Lottery_Legitimate,Paytm_Wallet_Cashback,English
CRITICAL NOTICE: Your Rakhi gift is on the way but the address is incomplete. Pay Rs 5 re-delivery fee to receive it: [Link] Do not delay.,Courier_Scam,Festive_Fraud,English
"CRITICAL NOTICE: Dear Taxpayer, A credit of Rs 34,500 is waiting in your refund account. Claim it at http://sbi-kyc-update.in",Tax_Refund_Scam,Pending_Credit,English
Aadhaar: An update request for your Address (URN: 1234/5678/90) has been submitted. Check status on MHACYB website. - UIDAI Thank you for banking with us.,Digital_Arrest_Legitimate,Aadhaar_Update,English
Congrats! Rs. 50 Cashback credited to your Paytm wallet for your DTH Recharge. Thank you for banking with us.,Lottery_Legitimate,Paytm_Wallet_Cashback,English
Electricity power will be cut tonight. Last month bill update required. Contact officer 7001XXXXXX.,Electricity_Scam,Disconnection,English
"GST: 998877 is your OTP for GST portal login for User ID TAXUSER01. Do not share with anyone for security reasons. - GSTN For queries, call our helpline.",Tax_Legitimate,OTP_Alert,English
Earn Rs 500 instantly! Just follow this link and subscribe to these 3 YouTube channels. Act immediately to avoid legal consequences.,Job_Scam,YouTube_Task,English
"Dear Owner, your payment for Challan No. DL88776655 against Vehicle DL10CB0001 is successful. Thank you for using E-Challan services. Thank you for choosing our service.",Echallan_Legitimate,Payment Confirmation,English
"Your SBI A/c XX4455 has been credited with Rs 45,000.00 on 28-02-26 by NEFT/Salary. Available balance: Rs 62,300.",KYC_Legitimate,Credit Transaction,English
"Dear Consumer, Thank You for registering your mobile no. with BSES Rajdhani. For any queries on your bill please contact Call Center: 18002333435 or 1912. For queries, call our helpline.",Electricity_Legitimate,Registration_Confirmation,English
Your electricity supply for Service No: 04321005678 is liable for disconnection as per Sec 56(1) of Electricity Act 2003 if dues of Rs 2500 are not paid by 28-FEB-26. -PSPCL,Electricity_Legitimate,Disconnection_Notice,English
Cashback of Rs 75 credited to your Paytm wallet for your order at Zomato. Thank you for banking with us.,Lottery_Legitimate,Paytm_Wallet_Cashback,English
Your package couldn't be delivered. Please update your delivery preferences here: [Link] Ignore at your own risk.,Courier_Scam,Failed_Delivery,English
HDFC Bank: Rs 500.00 debited from a/c XX1234 on 28-02-26 to VPA airtel.pay@upi (Ref 605900112). Report unauthorized txn at hdfcbank.com.,KYC_Legitimate,UPI Confirmation,English
WARNING: Important: Electricity power disconnect notice. Last month bill not update. Contact Electricity office [Number].,Electricity_Scam,Disconnection,English
Traffic Violations Found: 3 pending challans for your vehicle. Total fine Rs 500. Pay here.,Echallan_Scam,Multiple_Fines,English
"ACTION REQUIRED: Surprise! Your Flipkart order has earned you a scratch card worth Rs 10,000. Scratch here.",Lottery_Scam,Ecom_Reward,English
TRAI: Your computer has been hacked and used for crime. You are under digital arrest.,Digital_Arrest,Hacking_Claim,English
Traffic Police Notice: Your driving license will be canceled if you don't pay the pending challan today. Contact us immediately.,Echallan_Scam,License_Cancel,English
"HDFC Bank: Rs 2500.00 spent on Card ending 4321 at RELIANCE RETAIL on 28-02-26 14:30:15. Avl Lmt: Rs 75,000. Not you? Call 18002586161. Thank you for choosing our service.",KYC_Legitimate,Credit Transaction,English
Delivered: Your FedEx package from order 405-1234567-8901234 was delivered. How was your delivery? amazon.in/feedback,Courier_Legitimate,Delivery Confirmation,English
You are being investigated by the NCB for terror links. Stay on the call or face arrest.,Digital_Arrest,NIA_Spoof,English
"OTP for Aadhaar authentication is 987654. It is valid for 10 minutes. Do not share this with anyone. - ITDEPT For queries, call our helpline.",Digital_Arrest_Legitimate,OTP_Alert,English
"ALERT: Dear customer, you have a pending reward of Rs 2500 in your wallet. Claim it now: [Link]",Lottery_Scam,Wallet_Reward,English
URGENT: Your vehicle was caught by a speed camera at National Highway. Pay the fine of Rs 2000.,Echallan_Scam,Speed_Camera,English
Your KBC lottery prize of 25 lakhs is waiting for RBI clearance. Pay Rs 99 to clear.,Lottery_Scam,RBI_Clearance,English
